pathway	individual label	individual uri	inferred_type
Methylation	Methylation	<http://model.geneontology.org/1915831702>	<http://purl.obolibrary.org/obo/GO_0046085>
Methylation	Methylation	<http://model.geneontology.org/1915831702>	<http://purl.obolibrary.org/obo/GO_0009712>
Methylation	MTRR:MTR(cob(II)alamin)	<http://model.geneontology.org/48132518>	<http://purl.obolibrary.org/obo/GO_1902494>
Methylation	MAT2B:MAT2A:K+:2Mg2+	<http://model.geneontology.org/2009749381>	<http://purl.obolibrary.org/obo/GO_0048269>
Activation_of_ATR_in_response_to_replication_stress	ATR:ATRIP	<http://model.geneontology.org/-1446774481>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_ATR_in_response_to_replication_stress	ATR:ATRIP	<http://model.geneontology.org/-1882099575>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_ATR_in_response_to_replication_stress	Rad17-RFC complex bound to DNA	<http://model.geneontology.org/-2087374609>	<http://purl.obolibrary.org/obo/GO_1904949>
Activation_of_ATR_in_response_to_replication_stress		<http://model.geneontology.org/-1429885073>	<http://purl.obolibrary.org/obo/GO_0046031>
Activation_of_ATR_in_response_to_replication_stress		<http://model.geneontology.org/-1429885073>	<http://purl.obolibrary.org/obo/GO_0046034>
Activation_of_ATR_in_response_to_replication_stress	Activation of ATR in response to replication stress	<http://model.geneontology.org/2140015556>	<http://purl.obolibrary.org/obo/GO_0046031>
Activation_of_ATR_in_response_to_replication_stress	Activation of ATR in response to replication stress	<http://model.geneontology.org/2140015556>	<http://purl.obolibrary.org/obo/GO_0046034>
Activation_of_ATR_in_response_to_replication_stress	Recruitment of the 9-1-1 complex to DNA	<http://model.geneontology.org/-983018261>	<http://purl.obolibrary.org/obo/GO_0044877>
Activation_of_ATR_in_response_to_replication_stress	Rad17-RFC complex bound to DNA	<http://model.geneontology.org/1236812439>	<http://purl.obolibrary.org/obo/GO_1904949>
Activation_of_ATR_in_response_to_replication_stress	claspin bound to DNA replication fork	<http://model.geneontology.org/1755673462>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_ATR_in_response_to_replication_stress		<http://model.geneontology.org/-1988484971>	<http://purl.obolibrary.org/obo/GO_0046031>
Activation_of_ATR_in_response_to_replication_stress		<http://model.geneontology.org/-1988484971>	<http://purl.obolibrary.org/obo/GO_0046034>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/900772521>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/1601837099>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-520232694>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	PAK1,2,3 dimer	<http://model.geneontology.org/1104141711>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	mTOR2	<http://model.geneontology.org/-1551188816>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/1026333098>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-S-AKT:PDPK1:PIP3	<http://model.geneontology.org/-1819970954>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	Active AKT	<http://model.geneontology.org/736879783>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-946276534>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-VAV family:PIP3:RAC1:GTP:PAK 1-3	<http://model.geneontology.org/884995518>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-S1177-eNOS:CaM:HSP90:p-AKT1:BH4	<http://model.geneontology.org/-1722235540>	<http://purl.obolibrary.org/obo/GO_1903958>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-2121148338>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-896178838>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-S,T-PAK1,2,3	<http://model.geneontology.org/-1350971768>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-1597243416>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/1996659302>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-S-AKT:PDPK1:PIP3	<http://model.geneontology.org/37098608>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	Active AKT	<http://model.geneontology.org/2085990617>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/-501356635>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/1295594724>	<http://purl.obolibrary.org/obo/GO_1902554>
VEGFR2_mediated_vascular_permeability	p-AKT	<http://model.geneontology.org/199707943>	<http://purl.obolibrary.org/obo/GO_1902554>
Trafficking_of_GluR2-containing_AMPA_receptors	GRIP1/GRIP2	<http://model.geneontology.org/-1677785041>	<http://purl.obolibrary.org/obo/GO_1902554>
Trafficking_of_GluR2-containing_AMPA_receptors	GRIP1/GRIP2	<http://model.geneontology.org/-1706414192>	<http://purl.obolibrary.org/obo/GO_1904949>
Trafficking_of_GluR2-containing_AMPA_receptors	Activated conventional protein kinase C	<http://model.geneontology.org/-548783991>	<http://purl.obolibrary.org/obo/GO_1902554>
Trafficking_of_GluR2-containing_AMPA_receptors	Ca impermeable AMPA receptors	<http://model.geneontology.org/-422453673>	<http://purl.obolibrary.org/obo/GO_1902554>
Trafficking_of_GluR2-containing_AMPA_receptors	Ca impermeable AMPA receptors	<http://model.geneontology.org/-1901785317>	<http://purl.obolibrary.org/obo/GO_1904949>
Trafficking_of_GluR2-containing_AMPA_receptors	GRIP1/GRIP2	<http://model.geneontology.org/-1104690079>	<http://purl.obolibrary.org/obo/GO_1902554>
Trafficking_of_GluR2-containing_AMPA_receptors	Activated conventional protein kinase C	<http://model.geneontology.org/2126391602>	<http://purl.obolibrary.org/obo/GO_1902554>
Acyl_chain_remodeling_of_CL	HADH octamer	<http://model.geneontology.org/708499086>	<http://purl.obolibrary.org/obo/GO_1990234>
Acyl_chain_remodeling_of_CL	Acyl chain remodeling of CL	<http://model.geneontology.org/1915829874>	<http://purl.obolibrary.org/obo/GO_0001676>
Acyl_chain_remodeling_of_CL	Acyl chain remodeling of CL	<http://model.geneontology.org/1915829874>	<http://purl.obolibrary.org/obo/GO_0046337>
Acyl_chain_remodeling_of_CL	Acyl chain remodeling of CL	<http://model.geneontology.org/1915829874>	<http://purl.obolibrary.org/obo/GO_0015936>
Acyl_chain_remodeling_of_CL	Acyl chain remodeling of CL	<http://model.geneontology.org/1915829874>	<http://purl.obolibrary.org/obo/GO_0006653>
Acyl_chain_remodeling_of_CL	Acyl chain remodeling of CL	<http://model.geneontology.org/1915829874>	<http://purl.obolibrary.org/obo/GO_0006637>
Transport_to_the_Golgi_and_subsequent_modification	Transport of glycoproteins with Man8 (or Man9) N-glycans to the Golgi	<http://model.geneontology.org/-1971370106>	<http://purl.obolibrary.org/obo/GO_0044877>
Na+-Cl-_dependent_neurotransmitter_transporters	SLC6A5,9	<http://model.geneontology.org/-751087332>	<http://purl.obolibrary.org/obo/GO_1902495>
Na+-Cl-_dependent_neurotransmitter_transporters		<http://model.geneontology.org/-400272321>	<http://purl.obolibrary.org/obo/GO_0042743>
Na+-Cl-_dependent_neurotransmitter_transporters		<http://model.geneontology.org/-400272321>	<http://purl.obolibrary.org/obo/GO_0006807>
Na+-Cl-_dependent_neurotransmitter_transporters		<http://model.geneontology.org/-400272321>	<http://purl.obolibrary.org/obo/GO_0072592>
Na+-Cl-_dependent_neurotransmitter_transporters	VMAT1/2	<http://model.geneontology.org/-1416869745>	<http://purl.obolibrary.org/obo/GO_1902495>
Na+-Cl-_dependent_neurotransmitter_transporters	OCT2	<http://model.geneontology.org/-802211598>	<http://purl.obolibrary.org/obo/GO_1990351>
Na+-Cl-_dependent_neurotransmitter_transporters	SLC6A GABA transporters	<http://model.geneontology.org/573634005>	<http://purl.obolibrary.org/obo/GO_1902495>
Activated_NTRK2_signals_through_FYN	BDNF:p-5Y-NTRK2 homodimer:MyrG,p-Y420-FYN-1:GRIN2B	<http://model.geneontology.org/1781147452>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_FYN	MyrG-p-Y419-SRC,(MyrG-p-Y420-FYN-1)	<http://model.geneontology.org/1608720151>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_FYN	BDNF:p-5Y-NTRK2 homodimer:MyrG,p-Y420-FYN-1:GRIN2B	<http://model.geneontology.org/742484842>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_FYN	BDNF:p-5Y-NTRK2 homodimer:MyrG-FYN-1	<http://model.geneontology.org/-2078451972>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_FYN	BDNF:p-5Y-NTRK2 homodimer:MyrG-FYN-1	<http://model.geneontology.org/-845802582>	<http://purl.obolibrary.org/obo/GO_1902911>
Mitochondrial_translation_termination	55S ribosome:MRRF:GFM2:GTP	<http://model.geneontology.org/1202824135>	<http://purl.obolibrary.org/obo/GO_1905360>
Mitochondrial_translation_termination	55S ribosome:MRRF:GFM2:GTP	<http://model.geneontology.org/825822655>	<http://purl.obolibrary.org/obo/GO_1905360>
Regulation_of_TP53_Activity_through_Association_with_Co-factors	TP53 binds ZNF385A gene	<http://model.geneontology.org/-410882167>	<http://purl.obolibrary.org/obo/GO_0098772>
Regulation_of_TP53_Activity_through_Association_with_Co-factors	Active AKT	<http://model.geneontology.org/736879783>	<http://purl.obolibrary.org/obo/GO_1902554>
Organic_anion_transport	OAT2/4	<http://model.geneontology.org/1960359590>	<http://purl.obolibrary.org/obo/GO_1902495>
Organic_anion_transport	OAT1-3	<http://model.geneontology.org/1982865257>	<http://purl.obolibrary.org/obo/GO_1902495>
ESR-mediated_signaling	ESTG:ESRs:chaperone complex	<http://model.geneontology.org/894200915>	<http://purl.obolibrary.org/obo/GO_1904949>
ESR-mediated_signaling	p-T,Y MAPK dimers	<http://model.geneontology.org/-792781852>	<http://purl.obolibrary.org/obo/GO_1902554>
ESR-mediated_signaling	ESTG:ESRs:chaperone complex	<http://model.geneontology.org/-1095075661>	<http://purl.obolibrary.org/obo/GO_1904949>
Interleukin-15_signaling	JAK3 is phosphorylated after IL15 stimulation	<http://model.geneontology.org/-982958831>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:STAT3,STAT5,(STAT3:STAT5)	<http://model.geneontology.org/1047165777>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:STAT3,STAT5,(STAT3:STAT5)	<http://model.geneontology.org/1047165777>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	GAB2 is activated	<http://model.geneontology.org/-982958777>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3 phosphorylates SHC1	<http://model.geneontology.org/-982958802>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-15_signaling	STAT3 is phosphorylated after IL15-IL15 receptor interaction	<http://model.geneontology.org/-982958807>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:STAT3,STAT5,(STAT3:STAT5)	<http://model.geneontology.org/2062244981>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:STAT3,STAT5,(STAT3:STAT5)	<http://model.geneontology.org/2062244981>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:GAB2	<http://model.geneontology.org/-326858858>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:GAB2	<http://model.geneontology.org/-326858858>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:SHC1	<http://model.geneontology.org/-853098826>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:SHC1	<http://model.geneontology.org/-853098826>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3	<http://model.geneontology.org/-1591780615>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3	<http://model.geneontology.org/-1591780615>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:SHC1	<http://model.geneontology.org/205059184>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:SHC1	<http://model.geneontology.org/205059184>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:GAB2	<http://model.geneontology.org/-942071920>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:GAB2	<http://model.geneontology.org/-942071920>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-15_signaling	IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3	<http://model.geneontology.org/-1333102003>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-15_signaling	IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3	<http://model.geneontology.org/-1333102003>	<http://purl.obolibrary.org/obo/GO_0043235>
RAF_activation	KSR1:MARK3	<http://model.geneontology.org/1279688662>	<http://purl.obolibrary.org/obo/GO_1902554>
RAF_activation	PP2A	<http://model.geneontology.org/-580675217>	<http://purl.obolibrary.org/obo/GO_0008287>
RAF_activation	p21 RAS:GTP:homo/heterodimerized RAF complex	<http://model.geneontology.org/-799864875>	<http://purl.obolibrary.org/obo/GO_1902911>
RAF_activation	p-S311,S406 KSR1:MARK3:YWHAB dimer	<http://model.geneontology.org/-1842375525>	<http://purl.obolibrary.org/obo/GO_0008287>
RAF_activation	PP2A	<http://model.geneontology.org/-1853721654>	<http://purl.obolibrary.org/obo/GO_0008287>
RAF_activation	inactive RAFs:YWHAB dimer	<http://model.geneontology.org/479062712>	<http://purl.obolibrary.org/obo/GO_0008287>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	IMPA1/2	<http://model.geneontology.org/789833706>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	INPP5A/B	<http://model.geneontology.org/-958051684>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	INPP4A/B	<http://model.geneontology.org/712864285>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	INPP5(4)	<http://model.geneontology.org/395288252>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	IMPA1/2	<http://model.geneontology.org/-1007117653>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	MTMR7:MTMR9	<http://model.geneontology.org/455134381>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	INPP4A/B	<http://model.geneontology.org/11799707>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	IMPA1/2	<http://model.geneontology.org/-1401939856>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	Synthesis of IP2, IP, and Ins in the cytosol	<http://model.geneontology.org/1915828977>	<http://purl.obolibrary.org/obo/GO_0006020>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	Synthesis of IP2, IP, and Ins in the cytosol	<http://model.geneontology.org/1915828977>	<http://purl.obolibrary.org/obo/GO_0042839>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	Synthesis of IP2, IP, and Ins in the cytosol	<http://model.geneontology.org/1915828977>	<http://purl.obolibrary.org/obo/GO_0072592>
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	Synthesis of IP2, IP, and Ins in the cytosol	<http://model.geneontology.org/1915828977>	<http://purl.obolibrary.org/obo/GO_0032957>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y-NTRK2 homodimer:p-Y15-CDK5:p35	<http://model.geneontology.org/1051062263>	<http://purl.obolibrary.org/obo/GO_1902554>
Activated_NTRK2_signals_through_CDK5	NTRK2 and CDK5 promote activation of RAC1 by TIAM1	<http://model.geneontology.org/-983055031>	<http://purl.obolibrary.org/obo/GO_0005525>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y-NTRK2 homodimer:CDK5:p35	<http://model.geneontology.org/-1890565097>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y-NTRK2 homodimer:p-Y15-CDK5:p35	<http://model.geneontology.org/90062479>	<http://purl.obolibrary.org/obo/GO_1902554>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y,S479-NTRK2 homodimer:TIAM1	<http://model.geneontology.org/9593691>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y-NTRK2 homodimer:CDK5:p35	<http://model.geneontology.org/307746415>	<http://purl.obolibrary.org/obo/GO_1902911>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y,S479-NTRK2:p-Y829-TIAM1	<http://model.geneontology.org/-1646618997>	<http://purl.obolibrary.org/obo/GO_1905742>
Activated_NTRK2_signals_through_CDK5	BDNF:p-5Y,S479-NTRK2 homodimer:TIAM1	<http://model.geneontology.org/-293279061>	<http://purl.obolibrary.org/obo/GO_1902911>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MTRR:MTR(cob(I)alamin)	<http://model.geneontology.org/2080031365>	<http://purl.obolibrary.org/obo/GO_0034708>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MTRR:MTR(MeCbl)	<http://model.geneontology.org/-1305207418>	<http://purl.obolibrary.org/obo/GO_0034708>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MMACHC reduces Cbl	<http://model.geneontology.org/-982844348>	<http://purl.obolibrary.org/obo/GO_0004857>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MTRR:MTR(cob(II)alamin)	<http://model.geneontology.org/1616456576>	<http://purl.obolibrary.org/obo/GO_1902494>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MMACHC decyanates CNCbl	<http://model.geneontology.org/-982844347>	<http://purl.obolibrary.org/obo/GO_0004857>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0046491>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0050667>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0006739>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0046031>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0046500>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0046498>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0046034>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0006104>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism	<http://model.geneontology.org/1915830803>	<http://purl.obolibrary.org/obo/GO_0006734>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MTRR:MTR(cob(II)alamin)	<http://model.geneontology.org/48132518>	<http://purl.obolibrary.org/obo/GO_1902494>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	SUCLA2:SUCLG1	<http://model.geneontology.org/-831112410>	<http://purl.obolibrary.org/obo/GO_0042709>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	2xMMAA:2xMUT:AdoCbl	<http://model.geneontology.org/567922102>	<http://purl.obolibrary.org/obo/GO_1902494>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	SUCLG1:SUCLG2	<http://model.geneontology.org/522227526>	<http://purl.obolibrary.org/obo/GO_0042709>
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	MTRR:MTR(MeCbl)	<http://model.geneontology.org/1398772640>	<http://purl.obolibrary.org/obo/GO_0034708>
RNA_Polymerase_III_Abortive_And_Retractive_Initiation	RNase P	<http://model.geneontology.org/416520066>	<http://purl.obolibrary.org/obo/GO_1902555>
RNA_Polymerase_III_Abortive_And_Retractive_Initiation		<http://model.geneontology.org/-711981868>	<http://purl.obolibrary.org/obo/GO_0009132>
RNA_Polymerase_III_Abortive_And_Retractive_Initiation	ADAT2:ADAT3	<http://model.geneontology.org/-982220189>	<http://purl.obolibrary.org/obo/GO_1902494>
Neddylation	NEDD8-AcM-UBE2M:CRL4 E3 ubiquitin ligase:COMMDs:CCDC22:DCUND1,2,4,5	<http://model.geneontology.org/-1962246403>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-AcM-UBE2F:CRL5 E3 ubiquitin ligase:COMMDs:CCDC22:DCUN1Ds	<http://model.geneontology.org/-1385201855>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	AcM-UBE2F:NEDD8-UBA3:NAE1:NEDD8	<http://model.geneontology.org/-1152329852>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-AcM-UBE2M:CUL9:RBX1	<http://model.geneontology.org/-1072027103>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-AcM-UBE2M:CRL1 E3 ubiquitin ligase:COMMDs:CCDC22:DCUN1Ds	<http://model.geneontology.org/705405793>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-CUL9:RBX1 binds CUL7:CCDC8:OBSL1	<http://model.geneontology.org/-1971367191>	<http://purl.obolibrary.org/obo/GO_0004857>
Neddylation	NEDD8-AcM-UBE2M:CRL1 E3 ubiquitin ligase:COMMDs:CCDC22:DCUN1Ds	<http://model.geneontology.org/417108197>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	AcM-UBE2M:NEDD8-UBA3:NAE1:NEDD8	<http://model.geneontology.org/-1993759932>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	VHL:EloB,C:NEDD8-CUL2:RBX1 complex binds UBXN7	<http://model.geneontology.org/-1971367188>	<http://purl.obolibrary.org/obo/GO_0004857>
Neddylation	NEDD8-AcM-UBE2M:CRL4 E3 ubiquitin ligase:COMMDs:CCDC22:DCUND1,2,4,5	<http://model.geneontology.org/-9313335>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	AcM-UBE2M:NEDD8-UBA3:NAE1:NEDD8	<http://model.geneontology.org/-874451166>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-CRL4 E3 ubiquitin ligase:COMMDs:CCDC22:DCUN1D1,2,4,5	<http://model.geneontology.org/-878210676>	<http://purl.obolibrary.org/obo/GO_1905368>
Neddylation	UBA3:NAE1	<http://model.geneontology.org/1304420262>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	NEDD8-AcM-UBE2M:CUL9:RBX1	<http://model.geneontology.org/-1811623387>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	MyrG-DCUN1D3 binds CRL1 E3 ubiquitin ligase complex	<http://model.geneontology.org/-1971367247>	<http://purl.obolibrary.org/obo/GO_0004857>
Neddylation	RBX1:NEDD8-CUL2:EloB,C:VHL:COMMDs:CCDC22:DCUN1D1,2,4,5:hydroxyPro-HIF-alpha	<http://model.geneontology.org/1093191243>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	CSN	<http://model.geneontology.org/593557366>	<http://purl.obolibrary.org/obo/GO_1905368>
Neddylation	NEDD8-AcM-UBE2F:CRL5 E3 ubiquitin ligase:COMMDs:CCDC22:DCUN1Ds	<http://model.geneontology.org/1595625093>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	UCHL3,SENP8:NEDD8(1-88)	<http://model.geneontology.org/-1349967898>	<http://purl.obolibrary.org/obo/GO_1905368>
Neddylation	RBX1:NEDD8-CUL2:EloB,C:VHL:COMMDs:CCDC22:DCUN1D1,2,4,5:hydroxyPro-HIF-alpha	<http://model.geneontology.org/1881595323>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	AcM-UBE2F:NEDD8-UBA3:NAE1:NEDD8	<http://model.geneontology.org/1721373410>	<http://purl.obolibrary.org/obo/GO_1990234>
Neddylation	COP9	<http://model.geneontology.org/-912143138>	<http://purl.obolibrary.org/obo/GO_1905368>
Neddylation	NEDD8-CUL9:RBX1	<http://model.geneontology.org/470467555>	<http://purl.obolibrary.org/obo/GO_0000151>
Neddylation	NEDD8-UBA3:NAE1 binds a second NEDD8	<http://model.geneontology.org/-1971367276>	<http://purl.obolibrary.org/obo/GO_0004857>
