pathway	new_bp	new_mf	new_cc	new_complex	new_total	deepened_bp	deepened_mf	deepened_cc	deepened_complex	deepened_total
Defective_SLC12A3_causes_Gitelman_syndrome_(GS)	0	0	0	0	0	0	0	0	0	0
Cyclin_D_associated_events_in_G1	0	23	0	11	34	0	2	0	0	2
Defective_SLC2A10_causes_arterial_tortuosity_syndrome_(ATS)	0	0	0	0	0	0	0	0	0	0
Platelet_Aggregation_(Plug_Formation)	0	1	0	0	1	0	0	0	0	0
Post-translational_protein_phosphorylation	0	0	0	1	1	0	0	0	0	0
Negative_regulation_of_FGFR1_signaling	0	2	0	3	5	0	0	0	0	0
Defective_GALE_can_cause_Epimerase-deficiency_galactosemia_(EDG)	0	0	0	0	0	0	0	0	0	0
Negative_regulation_of_MAPK_pathway	1	5	0	4	10	0	0	0	0	0
Transcription_of_E2F_targets_under_negative_control_by_DREAM_complex	0	12	0	1	13	0	0	0	0	0
mRNA_Capping	0	3	0	6	9	1	0	0	0	1
Defective_MTR_causes_methylmalonic_aciduria_and_homocystinuria_type_cblG	0	0	0	0	0	0	0	0	0	0
Purine_catabolism	0	0	0	1	1	1	0	0	0	1
Global_Genome_Nucleotide_Excision_Repair_(GG-NER)	0	0	0	0	0	0	0	0	0	0
Defective_SLC22A18_causes_lung_cancer_(LNCR)_and_embryonal_rhabdomyosarcoma_1_(RMSE1)	0	0	0	0	0	0	0	0	0	0
Orc1_removal_from_chromatin	0	0	0	3	3	0	0	0	0	0
Nuclear_import_of_Rev_protein	0	3	0	0	3	0	1	0	0	1
Potassium_Channels	0	0	0	0	0	0	0	0	0	0
Transport_of_glycerol_from_adipocytes_to_the_liver_by_Aquaporins	0	0	0	0	0	0	0	0	0	0
Interleukin-6_signaling	0	11	0	2	13	0	1	0	0	1
Conjugation_of_salicylate_with_glycine	0	0	0	2	2	1	0	0	0	1
Meiosis	0	0	0	0	0	0	0	0	0	0
Biosynthesis_of_EPA-derived_SPMs	0	0	0	0	0	1	0	0	0	1
Bloch_pathway	0	0	0	0	0	1	0	0	0	1
Fatty_acid_metabolism	0	0	0	0	0	0	0	0	0	0
Beta-oxidation_of_very_long_chain_fatty_acids	0	0	0	1	1	3	0	0	0	3
Tachykinin_receptors_bind_tachykinins	0	0	0	0	0	0	0	0	0	0
Activation_of_CaMK_IV	0	0	0	2	2	0	0	0	0	0
Biosynthesis_of_specialized_proresolving_mediators_(SPMs)	0	0	0	0	0	0	0	0	0	0
Signaling_by_FGFR2_IIIa_TM	0	1	0	0	1	0	0	0	0	0
Hedgehog_'on'_state	0	5	0	6	11	2	0	0	0	2
Cleavage_of_the_damaged_pyrimidine	0	1	0	1	2	1	0	0	0	1
Constitutive_Signaling_by_NOTCH1_HD+PEST_Domain_Mutants	0	7	0	4	11	0	0	0	0	0
Transport_of_Ribonucleoproteins_into_the_Host_Nucleus	0	1	0	0	1	0	0	0	0	0
Wax_biosynthesis	0	0	0	1	1	1	0	0	0	1
Acetylcholine_Neurotransmitter_Release_Cycle	0	0	0	4	4	0	2	0	0	2
Processing_of_SMDT1	0	2	0	4	6	0	0	0	0	0
Synthesis_of_PIPs_at_the_late_endosome_membrane	0	0	0	7	7	3	0	0	0	3
Reactions_specific_to_the_complex_N-glycan_synthesis_pathway	0	0	0	1	1	0	0	0	0	0
Mitotic_G1-G1-S_phases	0	0	0	0	0	0	0	0	0	0
NF-kB_activation_through_FADD-RIP-1_pathway_mediated_by_caspase-8_and_-10	0	4	0	1	5	0	0	0	0	0
Signaling_by_NOTCH1_HD+PEST_Domain_Mutants_in_Cancer	0	0	0	0	0	0	0	0	0	0
Post-transcriptional_silencing_by_small_RNAs	0	3	0	3	6	0	0	0	0	0
rRNA_modification_in_the_nucleus_and_cytosol	0	1	0	5	6	6	0	0	0	6
Endosomal-Vacuolar_pathway	0	1	0	2	3	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_D_(BoNT-D)	0	1	0	2	3	0	0	0	0	0
Polo-like_kinase_mediated_events	1	6	0	2	9	0	1	0	0	1
RNA_Polymerase_I_Promoter_Escape	0	1	0	0	1	0	0	0	0	0
Receptor-type_tyrosine-protein_phosphatases	0	4	0	0	4	0	0	0	0	0
tRNA_modification_in_the_mitochondrion	0	0	0	2	2	6	0	0	0	6
AMPK_inhibits_chREBP_transcriptional_activation_activity	0	3	0	1	4	0	0	0	0	0
Loss_of_Function_of_FBXW7_in_Cancer_and_NOTCH1_Signaling	0	0	0	0	0	0	0	0	0	0
Downregulation_of_ERBB2_signaling	0	1	0	1	2	0	0	0	0	0
Misspliced_GSK3beta_mutants_stabilize_beta-catenin	0	0	0	0	0	0	0	0	0	0
Defective_SLC2A2_causes_Fanconi-Bickel_syndrome_(FBS)	0	0	0	0	0	0	0	0	0	0
SeMet_incorporation_into_proteins	0	0	0	1	1	1	0	0	0	1
Constitutive_Signaling_by_Aberrant_PI3K_in_Cancer	0	0	0	1	1	0	0	0	0	0
Syndecan_interactions	0	8	0	0	8	0	0	0	0	0
Enzymatic_degradation_of_Dopamine_by_monoamine_oxidase	0	0	0	0	0	0	0	0	0	0
Signaling_by_EGFRvIII_in_Cancer	0	0	0	0	0	0	0	0	0	0
Defective_SLC35A1_causes_congenital_disorder_of_glycosylation_2F_(CDG2F)	0	0	0	0	0	0	0	0	0	0
PKMTs_methylate_histone_lysines	0	1	0	12	13	0	0	0	0	0
RUNX3_regulates_YAP1-mediated_transcription	1	4	0	0	5	0	0	0	0	0
Selenoamino_acid_metabolism	0	0	0	0	0	0	0	0	0	0
Signaling_by_Hedgehog	0	0	0	0	0	0	0	0	0	0
Host_Interactions_with_Influenza_Factors	0	0	0	0	0	0	0	0	0	0
Regulation_of_cytoskeletal_remodeling_and_cell_spreading_by_IPP_complex_components	0	0	0	0	0	0	0	0	0	0
trans-Golgi_Network_Vesicle_Budding	0	0	0	0	0	0	0	0	0	0
Nicotinate_metabolism	0	0	0	0	0	1	0	0	0	1
Regulation_of_PTEN_mRNA_translation	0	12	0	3	15	0	0	0	0	0
TNFR1-mediated_ceramide_production	0	4	0	0	4	0	0	0	0	0
Platelet_activation,_signaling_and_aggregation	0	0	0	0	0	0	0	0	0	0
Signaling_by_PDGF	0	13	0	3	16	0	0	0	0	0
Oligomerization_of_connexins_into_connexons	0	1	0	0	1	3	0	0	0	3
truncated_APC_mutants_destabilize_the_destruction_complex	0	0	0	0	0	0	0	0	0	0
MAPK3_(ERK1)_activation	0	1	0	1	2	0	1	0	0	1
FGFRL1_modulation_of_FGFR1_signaling	0	2	0	0	2	0	0	0	0	0
Resolution_of_Sister_Chromatid_Cohesion	0	3	0	4	7	0	0	0	0	0
Signaling_by_FGFR3_point_mutants_in_cancer	0	4	0	4	8	0	1	0	0	1
B-WICH_complex_positively_regulates_rRNA_expression	0	1	0	1	2	0	0	0	0	0
Cyclin_E_associated_events_during_G1-S_transition	2	5	0	7	14	0	0	0	0	0
RNA_Polymerase_II_HIV_Promoter_Escape	0	3	0	7	10	0	0	0	0	0
Homologous_DNA_Pairing_and_Strand_Exchange	0	1	0	1	2	1	0	0	0	1
Regulation_of_necroptotic_cell_death	0	0	0	2	2	0	0	0	0	0
DNA_replication_initiation	0	2	0	2	4	1	0	0	0	1
Synaptic_adhesion-like_molecules	0	7	0	0	7	0	0	0	0	0
Interleukin-21_signaling	0	3	0	0	3	0	0	0	0	0
Integration_of_viral_DNA_into_host_genomic_DNA	0	1	0	0	1	0	0	0	0	0
Transcriptional_regulation_of_white_adipocyte_differentiation	0	4	0	0	4	0	5	0	0	5
AKT_phosphorylates_targets_in_the_cytosol	1	2	0	10	13	0	0	0	0	0
NRIF_signals_cell_death_from_the_nucleus	1	1	0	2	4	0	1	0	0	1
vRNP_Assembly	0	1	0	0	1	0	0	0	0	0
GLI_proteins_bind_promoters_of_Hh_responsive_genes_to_promote_transcription	0	2	0	0	2	0	0	0	0	0
Integration_of_energy_metabolism	0	1	0	3	4	0	0	0	0	0
Defective_SLCO1B3_causes_hyperbilirubinemia,_Rotor_type_(HBLRR)	0	0	0	0	0	0	0	0	0	0
Tight_junction_interactions	0	2	0	0	2	0	0	0	0	0
RHO_GTPases_Activate_ROCKs	0	1	0	9	10	0	5	0	0	5
RUNX2_regulates_chondrocyte_maturation	0	3	0	0	3	0	0	0	0	0
Transcriptional_regulation_by_the_AP-2_(TFAP2)_family_of_transcription_factors	0	2	0	0	2	0	0	0	0	0
UNC93B1_deficiency_-_HSE	0	0	0	0	0	0	0	0	0	0
Defective_B3GAT3_causes_JDSSDHD	0	0	0	0	0	0	0	0	0	0
Advanced_glycosylation_endproduct_receptor_signaling	0	3	0	0	3	0	0	0	0	0
NOTCH4_Activation_and_Transmission_of_Signal_to_the_Nucleus	1	0	0	1	2	0	0	0	0	0
ALKBH2_mediated_reversal_of_alkylation_damage	0	0	0	0	0	1	0	0	0	1
Glucagon-like_Peptide-1_(GLP1)_regulates_insulin_secretion	0	10	0	2	12	0	4	0	0	4
Mitochondrial_translation_elongation	0	1	0	3	4	1	0	0	0	1
PTEN_Regulation	0	0	0	0	0	0	0	0	0	0
Intracellular_signaling_by_second_messengers	0	0	0	0	0	0	0	0	0	0
FGFR2_mutant_receptor_activation	0	0	0	0	0	0	0	0	0	0
Type_II_Na+-Pi_cotransporters	0	0	0	1	1	0	0	0	0	0
PCNA-Dependent_Long_Patch_Base_Excision_Repair	0	1	0	4	5	0	0	0	0	0
Regulation_of_RUNX1_Expression_and_Activity	0	19	0	2	21	0	0	0	0	0
RNA_Polymerase_I_Transcription_Initiation	0	1	0	1	2	1	0	0	0	1
MPS_VII_-_Sly_syndrome	0	0	0	0	0	0	0	0	0	0
The_activation_of_arylsulfatases	0	1	0	0	1	0	0	0	0	0
EGFR_interacts_with_phospholipase_C-gamma	0	0	0	1	1	0	0	0	0	0
RUNX1_regulates_expression_of_components_of_tight_junctions	0	3	0	0	3	0	0	0	0	0
Nucleotide_salvage	0	0	0	0	0	0	0	0	0	0
IRF3-mediated_induction_of_type_I_IFN	1	2	0	1	4	2	0	0	0	2
Biosynthesis_of_DHA-derived_SPMs	0	0	0	0	0	1	0	0	0	1
Melanin_biosynthesis	0	0	0	0	0	1	0	0	0	1
GPCR_downstream_signalling	0	0	0	0	0	0	0	0	0	0
Inhibition_of_replication_initiation_of_damaged_DNA_by_RB1-E2F1	0	1	0	3	4	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_G_(BoNT-G)	0	1	0	2	3	0	0	0	0	0
RIP-mediated_NFkB_activation_via_ZBP1	0	3	0	3	6	0	0	0	0	0
Antigen_Presentation:_Folding,_assembly_and_peptide_loading_of_class_I_MHC	0	4	0	7	11	0	0	0	0	0
Erythrocytes_take_up_oxygen_and_release_carbon_dioxide	0	1	0	1	2	0	0	0	0	0
Defective_SLC2A9_causes_hypouricemia_renal_2_(RHUC2)	0	0	0	0	0	0	0	0	0	0
Signaling_by_FGFR	0	0	0	0	0	0	0	0	0	0
RUNX2_regulates_genes_involved_in_cell_migration	0	5	0	1	6	0	1	0	0	1
Golgi_Associated_Vesicle_Biogenesis	0	4	0	1	5	0	1	0	0	1
Signaling_by_Ligand-Responsive_EGFR_Variants_in_Cancer	0	0	0	0	0	0	0	0	0	0
Anchoring_fibril_formation	0	1	0	1	2	0	0	0	0	0
Defective_B3GALTL_causes_Peters-plus_syndrome_(PpS)	0	0	0	0	0	0	0	0	0	0
DNA_Double-Strand_Break_Repair	0	0	0	0	0	0	0	0	0	0
Defective_SLC27A4_causes_ichthyosis_prematurity_syndrome_(IPS)	0	0	0	0	0	0	0	0	0	0
Alpha-defensins	0	6	0	1	7	1	0	0	0	1
Creatine_metabolism	0	0	0	3	3	1	0	0	0	1
HDL_remodeling	0	1	0	0	1	0	0	0	0	0
Interleukin-2_family_signaling	0	0	0	0	0	0	0	0	0	0
TP53_Regulates_Metabolic_Genes	0	6	0	18	24	2	6	0	0	8
Choline_catabolism	0	0	0	1	1	1	0	0	0	1
APC:Cdc20_mediated_degradation_of_cell_cycle_proteins_prior_to_satisfation_of_the_cell_cycle_checkpoint	0	0	0	0	0	0	0	0	0	0
Axonal_growth_stimulation	0	2	0	0	2	0	0	0	0	0
Regulation_of_TP53_Degradation	1	4	0	13	18	0	6	0	0	6
Defective_SLC9A9_causes_autism_16_(AUTS16)	0	0	0	0	0	0	0	0	0	0
Defective_ALG12_causes_ALG12-CDG_(CDG-1g)	0	0	0	0	0	0	0	0	0	0
Vpu_mediated_degradation_of_CD4	0	0	0	2	2	0	0	0	0	0
GDP-fucose_biosynthesis	0	0	0	0	0	0	0	0	0	0
Defective_SLC5A1_causes_congenital_glucose-galactose_malabsorption_(GGM)	0	0	0	0	0	0	0	0	0	0
O-glycosylation_of_TSR_domain-containing_proteins	0	0	0	0	0	1	0	0	0	1
Nonhomologous_End-Joining_(NHEJ)	0	2	0	13	15	1	0	0	0	1
NTF4_activates_NTRK2_(TRKB)_signaling	0	2	0	1	3	0	0	0	0	0
Telomere_C-strand_synthesis_initiation	0	1	0	2	3	2	0	0	0	2
SMAC-mediated_dissociation_of_IAP:caspase_complexes	2	3	0	2	7	0	0	0	0	0
Acrosome_Reaction	0	2	0	0	2	0	0	0	0	0
Triglyceride_metabolism	0	0	0	0	0	0	0	0	0	0
MyD88_cascade_initiated_on_plasma_membrane	0	6	0	5	11	0	0	0	0	0
FGFR4_mutant_receptor_activation	0	0	0	0	0	0	1	0	0	1
Defective_MUTYH_substrate_processing	0	0	0	0	0	0	0	0	0	0
Regulation_of_signaling_by_CBL	0	2	0	1	3	0	0	0	0	0
Transcriptional_regulation_of_pluripotent_stem_cells	0	6	0	7	13	0	3	0	0	3
Mitotic_Prophase	0	1	0	2	3	0	0	0	0	0
Insulin_processing	0	0	0	4	4	0	0	0	0	0
Regulation_of_gene_expression_by_Hypoxia-inducible_Factor	0	3	0	1	4	0	0	0	0	0
Defective_HEXA_causes_GM2G1	0	0	0	0	0	0	0	0	0	0
FGFR2_ligand_binding_and_activation	0	0	0	0	0	0	0	0	0	0
Sialic_acid_metabolism	2	0	0	4	6	1	0	0	0	1
Regulation_of_pyruvate_dehydrogenase_(PDH)_complex	0	0	0	3	3	0	2	0	0	2
Asparagine_N-linked_glycosylation	0	0	0	1	1	1	1	0	0	2
Erythropoietin_activates_STAT5	0	1	0	2	3	0	0	0	0	0
Defective_BTD_causes_biotidinase_deficiency	0	0	0	0	0	0	0	0	0	0
Mismatch_repair_(MMR)_directed_by_MSH2:MSH6_(MutSalpha)	0	2	0	9	11	1	0	0	0	1
MET_activates_PI3K-AKT_signaling	0	2	0	3	5	0	0	0	0	0
Inhibition_of_TSC_complex_formation_by_PKB	0	0	0	0	0	0	0	0	0	0
Intestinal_lipid_absorption	0	0	0	0	0	0	1	0	0	1
Branched-chain_amino_acid_catabolism	0	0	0	5	5	1	0	0	0	1
PKA-mediated_phosphorylation_of_CREB	0	1	0	7	8	0	0	0	0	0
Metal_ion_SLC_transporters	0	0	0	4	4	0	0	0	0	0
Interleukin-2_signaling	0	11	0	5	16	0	1	0	0	1
MyD88_dependent_cascade_initiated_on_endosome	0	5	0	5	10	0	0	0	0	0
c-src_mediated_regulation_of_Cx43_function_and_closure_of_gap_junctions	0	2	0	1	3	0	0	0	0	0
MPS_I_-_Hurler_syndrome	0	0	0	0	0	0	0	0	0	0
Glucocorticoid_biosynthesis	0	0	0	3	3	1	0	0	0	1
TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex	0	4	0	7	11	0	0	0	0	0
Activation_of_the_TFAP2_(AP-2)_family_of_transcription_factors	1	8	0	3	12	0	0	0	0	0
Platelet_calcium_homeostasis	0	0	0	0	0	0	0	0	0	0
ERKs_are_inactivated	0	0	0	2	2	0	0	0	0	0
Synthesis_of_bile_acids_and_bile_salts_via_24-hydroxycholesterol	0	0	0	3	3	3	0	0	0	3
Switching_of_origins_to_a_post-replicative_state	0	1	0	0	1	0	0	0	0	0
VxPx_cargo-targeting_to_cilium	0	2	0	2	4	0	2	0	0	2
Vitamin_D_(calciferol)_metabolism	1	0	0	1	2	4	0	0	0	4
Nucleobase_biosynthesis	0	0	0	0	0	0	0	0	0	0
Thyroxine_biosynthesis	0	0	0	2	2	1	0	0	0	1
ChREBP_activates_metabolic_gene_expression	0	1	0	2	3	0	0	0	0	0
COPI-mediated_anterograde_transport	0	8	0	3	11	0	1	0	0	1
Defective_DPM3_causes_DPM3-CDG_(CDG-1o)	0	0	0	0	0	0	0	0	0	0
Recycling_of_bile_acids_and_salts	0	1	0	3	4	1	0	0	0	1
Cargo_recognition_for_clathrin-mediated_endocytosis	0	11	0	2	13	0	0	0	0	0
PD-1_signaling	0	2	0	3	5	0	0	0	0	0
Breakdown_of_the_nuclear_lamina	1	0	0	0	1	0	0	0	0	0
Cellular_responses_to_stress	0	0	0	0	0	0	0	0	0	0
Ion_homeostasis	0	8	0	11	19	1	3	0	0	4
Cytosolic_iron-sulfur_cluster_assembly	0	1	0	2	3	0	0	0	0	0
Synthesis_of_dolichyl-phosphate_mannose	0	0	0	2	2	1	0	0	0	1
Astrocytic_Glutamate-Glutamine_Uptake_And_Metabolism	0	0	0	2	2	0	0	0	0	0
RNA_Polymerase_II_Promoter_Escape	0	3	0	7	10	1	0	0	0	1
Neurotransmitter_clearance	0	0	0	3	3	1	0	0	0	1
Class_C-3_(Metabotropic_glutamate-pheromone_receptors)	0	7	0	0	7	0	0	0	0	0
Intestinal_saccharidase_deficiencies	0	0	0	0	0	0	0	0	0	0
Regulation_of_PTEN_stability_and_activity	0	1	0	9	10	0	4	0	0	4
GSD_XV	0	0	0	0	0	0	0	0	0	0
Antiviral_mechanism_by_IFN-stimulated_genes	0	0	0	0	0	0	0	0	0	0
PIWI-interacting_RNA_(piRNA)_biogenesis	0	4	0	2	6	1	1	0	0	2
Glutathione_synthesis_and_recycling	0	0	0	5	5	2	0	0	0	2
Presynaptic_function_of_Kainate_receptors	0	0	0	0	0	0	1	0	0	1
Zinc_transporters	0	0	0	0	0	0	0	0	0	0
Metabolism_of_cofactors	0	0	0	0	0	0	0	0	0	0
mRNA_Editing:_C_to_U_Conversion	0	1	0	2	3	0	0	0	0	0
SDK_interactions	0	0	0	0	0	0	0	0	0	0
G0_and_Early_G1	0	11	0	0	11	0	0	0	0	0
Phospholipase_C-mediated_cascade:_FGFR1	0	1	0	4	5	0	0	0	0	0
Defective_MMACHC_causes_methylmalonic_aciduria_and_homocystinuria_type_cblC	0	0	0	0	0	0	0	0	0	0
Voltage_gated_Potassium_channels	0	0	0	1	1	0	0	0	0	0
Transcriptional_activation_of_mitochondrial_biogenesis	0	10	0	4	14	0	1	0	0	1
Sperm:Oocyte_Membrane_Binding	0	1	0	0	1	0	0	0	0	0
Defective_CYP2U1_causes_Spastic_paraplegia_56,_autosomal_recessive_(SPG56)	0	0	0	0	0	0	0	0	0	0
CD22_mediated_BCR_regulation	0	1	0	0	1	0	0	0	0	0
MET_interacts_with_TNS_proteins	0	1	0	1	2	0	0	0	0	0
RUNX3_regulates_NOTCH_signaling	1	4	0	0	5	0	1	0	0	1
Loss_of_Nlp_from_mitotic_centrosomes	0	0	0	0	0	0	0	0	0	0
RUNX1_regulates_transcription_of_genes_involved_in_interleukin_signaling	0	3	0	0	3	0	0	0	0	0
Uncoating_of_the_HIV_Virion	0	1	0	0	1	0	0	0	0	0
Metabolism_of_fat-soluble_vitamins	0	0	0	0	0	0	0	0	0	0
The_role_of_Nef_in_HIV-1_replication_and_disease_pathogenesis	0	0	0	0	0	0	0	0	0	0
Interactions_of_Vpr_with_host_cellular_proteins	0	0	0	0	0	0	0	0	0	0
SHC1_events_in_EGFR_signaling	0	0	0	3	3	0	3	0	0	3
Phosphorylation_of_CD3_and_TCR_zeta_chains	0	0	0	5	5	0	2	0	0	2
NRAGE_signals_death_through_JNK	1	1	0	1	3	0	1	0	0	1
Glycerophospholipid_biosynthesis	0	1	0	0	1	1	0	0	0	1
Heme_biosynthesis	0	0	0	1	1	1	1	0	0	2
Depurination	0	0	0	0	0	0	0	0	0	0
Peptide_hormone_biosynthesis	0	0	0	0	0	0	0	0	0	0
Cooperation_of_Prefoldin_and_TriC-CCT_in_actin_and_tubulin_folding	0	0	0	0	0	0	0	0	0	0
Diseases_associated_with_O-glycosylation_of_proteins	0	0	0	0	0	0	0	0	0	0
Receptor_Mediated_Mitophagy	0	2	0	1	3	2	0	0	0	2
Chromatin_organization	0	0	0	0	0	0	0	0	0	0
Signaling_Pathways	0	0	0	0	0	0	0	0	0	0
Signaling_by_EGFR_in_Cancer	0	0	0	0	0	0	0	0	0	0
Programmed_Cell_Death	0	0	0	0	0	0	0	0	0	0
Activation_of_SMO	0	3	0	2	5	1	0	0	0	1
Activation_of_C3_and_C5	0	4	0	3	7	0	0	0	0	0
Phosphorylation_of_the_APC-C	0	0	0	2	2	0	0	0	0	0
Conversion_from_APC-C:Cdc20_to_APC-C:Cdh1_in_late_anaphase	0	2	0	4	6	0	0	0	0	0
Resolution_of_Abasic_Sites_(AP_sites)	0	1	0	0	1	0	0	0	0	0
Aromatic_amines_can_be_N-hydroxylated_or_N-dealkylated_by_CYP1A2	0	0	0	1	1	0	0	0	0	0
rRNA_processing_in_the_nucleus_and_cytosol	0	0	0	0	0	0	0	0	0	0
Mitotic_G2-G2-M_phases	0	0	0	0	0	0	0	0	0	0
Glycine_degradation	0	0	0	1	1	0	0	0	0	0
Defective_SLC9A6_causes_X-linked,_syndromic_mental_retardation,,_Christianson_type_(MRXSCH)	0	0	0	0	0	0	0	0	0	0
TRIF(TICAM1)-mediated_TLR4_signaling	0	0	0	0	0	0	0	0	0	0
Mitochondrial_iron-sulfur_cluster_biogenesis	0	3	0	3	6	0	0	0	0	0
Amplification_of_signal_from_the_kinetochores	0	0	0	0	0	0	0	0	0	0
Eukaryotic_Translation_Elongation	0	1	0	2	3	1	2	0	0	3
Defective_GALNT12_causes_colorectal_cancer_1_(CRCS1)	0	0	0	0	0	0	0	0	0	0
Recycling_of_eIF2:GDP	0	2	0	0	2	0	1	0	0	1
Ligand-dependent_caspase_activation	0	5	0	1	6	1	1	0	0	2
NTF3_activates_NTRK2_(TRKB)_signaling	0	1	0	1	2	0	0	0	0	0
MECP2_regulates_neuronal_receptors_and_channels	0	14	0	0	14	0	0	0	0	0
SRP-dependent_cotranslational_protein_targeting_to_membrane	0	4	0	2	6	0	0	0	0	0
Lipid_particle_organization	0	2	0	0	2	2	0	0	0	2
Defective_UGT1A1_causes_hyperbilirubinemia	0	0	0	0	0	0	0	0	0	0
FRS-mediated_FGFR1_signaling	0	7	0	7	14	0	3	0	0	3
Glutamate_binding,_activation_of_AMPA_receptors_and_synaptic_plasticity	0	0	0	0	0	0	0	0	0	0
Tat-mediated_HIV_elongation_arrest_and_recovery	0	1	0	0	1	0	0	0	0	0
Deubiquitination	0	0	0	0	0	0	0	0	0	0
G_alpha_(12-13)_signalling_events	0	9	0	8	17	0	7	0	0	7
Activated_NTRK2_signals_through_FRS2_and_FRS3	0	4	0	5	9	0	1	0	0	1
CASP8_activity_is_inhibited	0	6	0	0	6	0	0	0	0	0
Toll_Like_Receptor_3_(TLR3)_Cascade	0	1	0	0	1	0	0	0	0	0
Endosomal_Sorting_Complex_Required_For_Transport_(ESCRT)	0	3	0	1	4	0	0	0	0	0
cell_division	0	0	0	0	0	0	0	0	0	0
IRAK1_recruits_IKK_complex	0	4	0	2	6	0	0	0	0	0
Postsynaptic_nicotinic_acetylcholine_receptors	0	0	0	0	0	0	0	0	0	0
Gap_junction_assembly	0	1	0	0	1	1	0	0	0	1
Mitochondrial_ABC_transporters	0	0	0	1	1	0	0	0	0	0
Packaging_Of_Telomere_Ends	0	3	0	0	3	0	0	0	0	0
Nef_Mediated_CD8_Down-regulation	0	3	0	0	3	0	0	0	0	0
Ca2+_pathway	1	25	0	18	44	1	2	0	0	3
Regulation_of_TLR_by_endogenous_ligand	0	7	0	0	7	1	0	0	0	1
Nuclear_signaling_by_ERBB4	0	7	0	2	9	0	0	0	0	0
Golgi-to-ER_retrograde_transport	0	0	0	0	0	0	0	0	0	0
Early_Phase_of_HIV_Life_Cycle	0	1	0	2	3	0	0	0	0	0
Clathrin_derived_vesicle_budding	0	4	0	0	4	0	1	0	0	1
Signal_amplification	0	0	0	0	0	0	0	0	0	0
Dopamine_receptors	0	4	0	0	4	0	0	0	0	0
Defective_SLCO2A1_causes_primary,_autosomal_recessive_hypertrophic_osteoarthropathy_2_(PHOAR2)	0	0	0	0	0	0	0	0	0	0
IRAK4_deficiency_(TLR5)	0	0	0	0	0	0	0	0	0	0
Methionine_salvage_pathway	0	0	0	0	0	3	0	0	0	3
Infectious_disease	0	0	0	0	0	0	0	0	0	0
Activation_of_rRNA_Expression_by_ERCC6_(CSB)_and_EHMT2_(G9a)	0	3	0	1	4	0	0	0	0	0
Neurodegenerative_Diseases	0	0	0	0	0	0	0	0	0	0
Transport_of_Mature_mRNA_Derived_from_an_Intronless_Transcript	0	2	0	0	2	0	0	0	0	0
VLDLR_internalisation_and_degradation	0	2	0	0	2	0	0	0	0	0
Calcitonin-like_ligand_receptors	0	4	0	0	4	0	0	0	0	0
Defective_pro-SFTPC_causes_pulmonary_surfactant_metabolism_dysfunction_2_(SMDP2)_and_respiratory_distress_syndrome_(RDS)	1	0	0	0	1	0	0	0	0	0
RAF-MAP_kinase_cascade	1	27	0	18	46	1	5	0	0	6
Activation_of_BIM_and_translocation_to_mitochondria	0	2	0	0	2	1	0	0	0	1
Sema4D_mediated_inhibition_of_cell_attachment_and_migration	0	2	0	4	6	0	0	0	0	0
SHC-mediated_cascade:FGFR2	0	2	0	4	6	0	2	0	0	2
SHC-mediated_cascade:FGFR3	0	2	0	4	6	0	2	0	0	2
SHC-mediated_cascade:FGFR1	0	2	0	5	7	0	2	0	0	2
Defective_NEU1_causes_sialidosis	0	0	0	0	0	0	0	0	0	0
Beta_oxidation_of_myristoyl-CoA_to_lauroyl-CoA	0	0	0	6	6	2	1	0	0	3
YAP1-_and_WWTR1_(TAZ)-stimulated_gene_expression	2	5	0	0	7	0	0	0	0	0
Pervasive_developmental_disorders	0	0	0	0	0	0	0	0	0	0
Formation_of_HIV-1_elongation_complex_containing_HIV-1_Tat	0	2	0	4	6	0	0	0	0	0
EPHB-mediated_forward_signaling	0	5	0	9	14	4	4	0	0	8
Glycogen_breakdown_(glycogenolysis)	0	0	0	8	8	1	0	0	0	1
HDR_through_Homologous_Recombination_(HRR)_or_Single_Strand_Annealing_(SSA)	0	0	0	0	0	0	0	0	0	0
SHC-mediated_cascade:FGFR4	0	2	0	4	6	0	2	0	0	2
Molybdenum_cofactor_biosynthesis	0	0	0	1	1	1	1	0	0	2
Hh_mutants_abrogate_ligand_secretion	0	0	0	0	0	0	0	0	0	0
Methylation	0	0	0	5	5	1	0	0	0	1
Resolution_of_D-Loop_Structures	0	0	0	0	0	0	0	0	0	0
Caspase_activation_via_extrinsic_apoptotic_signalling_pathway	0	0	0	0	0	0	0	0	0	0
Defective_ST3GAL3_causes_MCT12_and_EIEE15	0	0	0	0	0	0	0	0	0	0
Activation_of_ATR_in_response_to_replication_stress	0	4	0	3	7	3	1	0	0	4
Signaling_by_Rho_GTPases	0	0	0	0	0	0	0	0	0	0
Defective_SRD5A3_causes_SRD5A3-CDG_(CDG-1q)_and_KHRZ	0	0	0	0	0	0	0	0	0	0
Defective_SLC7A7_causes_lysinuric_protein_intolerance_(LPI)	0	0	0	0	0	0	0	0	0	0
VEGFR2_mediated_vascular_permeability	0	4	0	29	33	2	1	0	0	3
MET_receptor_recycling	0	1	0	0	1	0	0	0	0	0
Activation_of_Nicotinic_Acetylcholine_Receptors	0	0	0	0	0	0	0	0	0	0
